class,v1,v3,v5,v7,v8,v9,v11,v12,v13,v14,v15,v21,v23,v25,v29,v31,v33
1,1,1.0,1.0,0.66667,0.11111,1.0,0.88889,-0.11111,1.0,-0.22222,0.77778,0.77778,0.66667,0.66667,1.0,0.88889,1.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0
1,1,1.0,1.0,1.0,0.09091,1.0,1.0,0.0,1.0,-0.27273,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1,0.62121,0.0,0.0,0.0,0.3447,0.42803,0.39394,-0.07576,0.51894,0.36364,0.01894,-0.57576,0.29167,0.43182,0.18182,0.17045
1,1,1.0,1.0,1.0,0.41176,1.0,1.0,0.23529,1.0,0.11765,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1,0.0,-1.0,1.0,0.51064,0.07979,-1.0,-0.3617,0.12766,-0.59043,1.0,-0.25,0.17021,0.0,-0.2234,0.74468,-0.67553
1,1,0.91667,0.83333,0.70833,0.25,0.875,0.91667,0.04167,0.83333,0.125,0.70833,0.66667,0.75,0.83333,1.0,0.70833,0.70833
0,1,0.1859,0.0,0.0,0.0,0.0,0.0,0.0,0.11538,-0.19071,0.0,0.0,-0.05128,0.07853,0.125,0.02564,0.16827
1,1,1.0,1.0,0.99246,-0.29802,1.0,0.96662,-0.34281,0.85788,-0.47265,0.91904,0.8245,0.58829,0.67033,0.37941,0.24117,0.29221
0,1,1.0,-1.0,-1.0,-0.82456,0.34649,0.46053,0.07018,0.22807,0.05702,0.35088,0.0,-0.29825,1.0,1.0,0.35088,0.82895
1,1,1.0,0.99815,0.80244,-0.30133,0.89919,0.70643,-0.24077,0.73855,-0.30539,0.71492,0.61041,0.53176,0.23966,0.12777,0.15657,0.18353
0,0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0
1,1,0.92247,0.96419,0.87024,-0.22602,0.81702,0.79271,-0.28909,0.70302,-0.49639,0.63338,0.40506,0.33509,0.1475,-0.07162,-0.0184,-0.07457
0,1,-1.0,-0.50694,1.0,-1.0,1.0,0.0,0.0,0.23958,-1.0,1.0,1.0,0.0,-0.71528,1.0,0.69792,0.47569
1,1,0.84177,0.5,0.09916,0.9346,-0.37764,-0.72363,0.61181,-0.93882,0.19409,-0.86709,0.16245,0.51477,0.74895,0.64135,0.31435,-0.00422
0,1,1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0
1,1,1.0,1.0,0.77123,1.0,-0.33333,-1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-0.33333,1.0,0.0,1.0
0,0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,0.0
1,1,1.0,1.0,1.0,0.22108,1.0,1.0,0.39495,1.0,0.48981,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1,1,0.64947,0.58264,-0.13129,-0.21384,0.29796,0.38096,-0.26339,0.28931,-0.31997,0.03459,0.09513,0.06556,0.03004,-0.02612,-0.04717,0.01336
0,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.33333,0.16667,0.26042,0.0,-0.19792,-0.16667,-1.0,-0.22917,-0.125,-0.19792
1,1,1.0,0.99363,0.96142,0.14756,0.95513,0.66026,0.54701,0.80426,0.25283,0.73781,0.52494,0.45582,0.39023,0.27381,0.22427,0.18086
0,1,1.0,-1.0,-1.0,-1.0,1.0,0.81349,0.7619,-1.0,-1.0,-1.0,0.68839,-1.0,0.82937,1.0,-1.0,-1.0
1,1,0.93669,0.60761,0.92314,-0.40129,0.93123,0.96197,0.09061,0.99676,0.08172,0.91586,0.84871,0.75081,0.84547,0.98544,0.78317,0.85841
0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.75,1.0
1,1,1.0,1.0,1.0,-0.10401,1.0,1.0,0.2782,0.9812,-0.06861,1.0,0.974,0.99624,1.0,0.91165,1.0,0.96523
0,1,0.36876,-1.0,-0.07661,1.0,1.0,0.74597,-0.3871,-1.0,-0.79313,-0.09677,-0.14343,-0.11976,0.03021,-0.00403,-0.00761,0.00015
1,1,0.79847,0.80804,1.0,-0.07653,0.98151,0.70217,0.20663,0.99745,0.02105,0.98214,1.0,0.90306,1.0,0.75638,1.0,1.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,1,1.0,1.0,0.94623,-0.35094,1.0,0.92736,-0.49057,0.90818,-0.44119,0.75723,0.68459,0.54465,0.49214,0.26352,0.16604,0.13994
0,1,0.0,0.0,0.0,0.0,-0.85,0.0,0.0,1.0,-1.0,0.0,1.0,-0.6,1.0,1.0,0.0,0.0
1,1,1.0,0.95455,0.77273,0.0,1.0,0.95455,0.0,1.0,0.04545,0.90909,0.86364,0.77273,0.90909,0.95455,0.86364,0.86364
0,0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,0.91176,0.97059,0.82353,0.08824,0.91176,0.97059,-0.17647,0.97059,0.14706,0.94118,0.76471,0.88235,0.85294,0.94118,0.97059,0.91176
0,1,-1.0,-1.0,0.28354,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-0.31402,-1.0,1.0,1.0,-1.0,0.14939
1,1,0.47368,0.83781,0.83155,0.02615,0.68421,0.68421,0.0,0.79856,0.05028,0.78315,0.7255,0.70301,0.42105,0.52632,0.6015,0.57418
0,1,-0.00641,0.0,-0.01923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35256,-0.34615,0.0,0.0,0.0,0.0
1,1,1.0,1.0,0.81818,0.63636,1.0,1.0,0.0,0.81818,-0.45455,0.63636,0.90909,1.0,1.0,1.0,1.0,0.72727
0,0,-1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,0.0
1,1,0.45455,0.63636,0.27273,0.18182,0.63636,0.36364,-0.09091,0.45455,-0.09091,0.48612,0.36364,0.27273,0.36364,0.27273,0.36364,0.28985
0,1,-1.0,0.0,-1.0,0.64516,-0.87097,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.29839,0.0,0.0,0.0
1,1,1.0,1.0,1.0,0.71429,1.0,0.85714,-0.14286,1.0,0.02534,1.0,1.0,1.0,0.28571,1.0,1.0,1.0
0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1,0.87032,0.53945,0.1038,0.95275,-0.38033,-0.73939,0.58226,-0.92099,0.16731,-0.82417,0.18823,0.51557,0.69274,0.52798,0.25974,-0.06739
0,0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1,0.92657,0.89266,0.86098,0.19791,0.83675,0.80619,0.40198,0.76221,0.40552,0.66586,0.48435,0.42546,0.3334,0.22307,0.14312,0.11573
0,0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0
1,1,0.93537,0.93716,0.85705,0.38779,0.79039,0.72352,0.59942,0.6526,0.75,0.5083,0.13712,0.00494,-0.07361,-0.33169,-0.38532,-0.47419
0,0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
1,1,0.80627,0.73061,0.64615,0.19038,0.36923,0.44793,0.46439,0.25,0.57308,0.25192,-0.03462,-0.08856,-0.14943,-0.23832,-0.26634,-0.23846
0,0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1,0.97467,0.9412,0.88783,0.32248,0.89009,0.8555,0.45217,0.72298,0.52284,0.69946,0.44245,0.35289,0.26832,0.07497,-0.02962,-0.10289
0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
1,1,0.92308,0.86399,0.72582,0.3679,0.70588,0.57449,0.62719,0.4327,0.74676,0.31705,-0.12064,-0.18479,-0.29291,-0.46799,-0.53146,-0.56231
0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0
1,1,0.88804,0.65926,0.29148,0.87892,-0.06726,-0.39597,0.80441,-0.64574,0.56502,-0.8296,-0.46637,-0.16449,0.09562,0.43227,0.47029,0.42152
0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1,0.73523,0.80151,0.78826,0.15266,0.5558,1.0,0.21225,0.71947,0.28954,0.68798,0.57399,0.5312,0.9453,0.12473,0.3507,0.30588
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.94649,0.97287,0.98922,0.00372,0.95801,0.94054,0.0353,0.97213,0.04719,0.98625,0.9777,0.96358,0.93274,0.97473,0.97845,1.0
0,0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0
1,1,0.50466,0.71442,0.71063,0.02258,0.68065,0.34615,0.05594,0.6905,0.04393,0.68101,0.64503,0.63077,0.84033,0.38228,0.56466,0.54632
0,1,0.68729,0.91973,0.81773,0.04348,0.76087,0.86789,0.73746,0.70067,0.18227,0.7592,0.64883,0.60201,1.0,0.7107,1.0,0.56522
1,1,0.76296,1.0,1.0,-0.85741,0.8,0.45556,-0.42778,1.0,-0.12581,1.0,0.98215,1.0,0.6963,0.78889,0.87492,1.0
0,1,0.38521,0.41245,0.26459,0.24125,0.23346,0.19455,0.25292,0.24514,0.36965,0.08949,0.24903,0.07782,-0.02494,-0.14786,-0.09339,-0.19066
1,1,0.5754,0.75198,0.61508,-0.0119,0.53968,0.61706,0.09921,0.59127,-0.02381,0.62698,0.47817,0.59127,0.5,0.61706,0.68849,0.625
0,1,0.06404,-0.04433,0.08374,-0.02463,-0.01478,0.06404,0.0,0.12315,-0.09852,0.05911,0.06897,0.06897,0.07882,-0.05911,0.04433,0.07389
1,1,0.61857,0.70694,0.70358,0.01678,0.74273,0.71029,0.15772,0.71588,-0.00224,0.79754,0.62528,0.60962,0.71253,0.63311,0.78859,0.65213
0,1,0.25316,0.0,-0.2962,-1.0,0.0,0.07595,-0.07342,0.0,0.0,0.0,0.00759,-0.2,-0.1038,0.0,0.06329,0.0
1,1,0.88103,0.89818,0.94105,-0.01822,0.89175,0.82208,-0.10932,0.88853,0.01179,0.90782,0.87996,0.82851,0.90139,0.84352,0.88424,0.91747
0,1,0.42708,0.0,0.0,0.0,0.46458,0.58958,0.02083,0.0,0.0,0.0,0.0,0.0,0.9875,-0.27917,0.0,0.0
1,1,0.88853,0.92007,0.92442,0.01359,0.89179,0.90103,-0.08428,0.9304,-0.01033,0.93094,0.88418,0.88907,0.8298,0.85536,0.83524,0.86786
0,1,0.0,1.0,0.88444,-0.02,0.0,1.0,-0.42444,1.0,0.19556,1.0,1.0,1.0,0.0,0.0,1.0,0.90667
1,1,0.81143,0.85143,0.79,0.00714,0.79571,0.87571,0.0,0.85571,-0.06714,0.86429,0.76857,0.84286,0.77,0.82571,0.81429,0.82143
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.4987,0.43117,0.50649,-0.04156,0.5013,0.44675,0.05974,0.55844,-0.11948,0.51688,0.48571,0.49091,0.59221,0.43117,0.54545,0.58961
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1.0,1.0,0.25,1.0,0.16851,-0.13336,0.80454,-0.34107,0.60793,-0.4382,-0.26477,-0.16178,-0.07782,0.01033,0.02224,0.02249
0,1,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,-0.11111,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,1,0.87048,0.64099,0.31347,0.86625,-0.03933,-0.42173,0.79346,-0.70561,0.5156,-0.81049,-0.38334,-0.13013,0.15552,0.52573,0.56239,0.5146
0,1,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.37333,-0.12,0.0,1.0,0.0,0.0,0.0,0.0
1,1,0.88179,0.59573,0.19672,0.94537,-0.24103,-0.62526,0.71257,-0.86443,0.33652,-0.92384,-0.10237,0.26384,0.55984,0.72478,0.58137,0.34749
1,1,0.32834,0.15236,0.14919,0.74003,-0.25706,-0.10312,0.1938,-0.61352,0.25786,-0.94053,-0.11409,0.02668,0.27942,0.27657,0.15078,0.12197
1,1,0.83427,0.5404,0.12326,0.89402,-0.33221,-0.70086,0.59564,-0.86622,0.21909,-0.84442,0.12439,0.51109,0.79143,0.66592,0.37542,-0.03983
1,1,0.62335,0.59085,0.60409,-0.07461,0.63177,0.62455,-0.07461,0.67028,0.0722,0.62936,0.58965,0.5006,0.65945,0.51384,0.61733,0.61372
1,1,0.74449,0.70772,0.72243,0.16912,0.79228,0.81434,0.43934,0.63787,0.00551,0.70772,0.67463,0.52022,0.72978,0.30882,0.55916,0.60294
1,1,0.61538,0.78157,0.77486,0.02647,0.65077,0.77538,0.08,0.73961,0.0506,0.72322,0.66233,0.63878,0.60154,0.55077,0.53389,0.50609
1,1,0.68317,0.84803,0.84341,0.00301,0.843,0.75813,0.04102,0.81892,0.00585,0.80738,0.76365,0.74635,0.79632,0.62235,0.66624,0.64407
1,1,0.5,0.38696,0.4913,0.06522,0.46957,0.35652,-0.12609,0.45652,0.04783,0.50435,0.42174,0.32174,0.47391,0.38696,0.35217,0.44783
1,1,0.7983,0.78129,0.71628,0.28068,0.6932,0.65917,0.50122,0.57898,0.60814,0.4921,0.09599,0.02066,-0.08748,-0.18226,-0.25516,-0.27339
1,1,1.0,1.0,0.9839,0.33044,0.80365,0.74977,0.60297,0.56937,0.71942,0.55311,0.09709,-0.01734,-0.15144,-0.31713,-0.40291,-0.42815
1,1,0.8941,0.87001,0.78896,0.43388,0.63388,0.54003,0.71016,0.39699,0.76161,0.24266,-0.20201,-0.30263,-0.40552,-0.50314,-0.52823,-0.48808
1,1,0.94631,0.90946,0.85096,0.4996,0.73678,0.59215,0.73838,0.48698,0.83614,0.30459,-0.1888,-0.33023,-0.46534,-0.67929,-0.75321,-0.8121
1,1,0.91767,0.8609,0.72873,0.45747,0.60425,0.50376,0.74922,0.361,0.81795,0.15664,-0.35996,-0.43087,-0.5314,-0.64511,-0.6571,-0.64056
1,1,0.76627,0.63935,0.48409,0.525,0.15,0.13753,0.59565,-0.07727,0.44545,0.0,-0.36591,-0.40533,-0.38483,-0.2754,-0.19962,-0.11894
1,1,0.5894,0.8543,0.81126,0.07285,0.56623,0.32781,0.24172,0.50331,0.12252,0.63907,0.65232,0.68874,0.51872,0.46216,0.43484,0.40821
1,1,1.0,0.70019,0.81594,0.09677,0.71157,0.56167,-0.0778,0.6907,0.12524,0.58634,0.72676,0.32068,0.53321,0.1518,0.44141,0.56167
1,1,0.84843,0.80562,0.77031,-0.03299,0.66725,0.59582,-0.07666,0.6726,-0.05771,0.6426,0.5597,0.5343,0.47038,0.52613,0.44277,0.42223
1,1,1.0,0.96775,0.96683,-0.00722,0.8798,1.0,0.01419,0.96186,-0.01436,0.95947,0.95016,0.94636,0.98164,1.0,0.92774,0.92226
1,1,0.47938,0.42784,0.70103,-0.39175,0.73196,0.26289,-0.21649,0.49485,0.15979,0.45361,0.54639,0.42268,0.70619,0.15464,0.47423,0.45361
1,1,0.6351,0.7653,0.61432,0.36028,0.65358,0.64203,0.08314,0.79446,-0.43418,0.72517,0.63279,0.70951,0.64665,0.61663,0.66316,0.69053
1,1,0.50112,0.61124,0.58876,0.01573,0.58876,0.66742,-0.00449,0.71685,-0.04719,0.66517,0.56854,0.57528,0.46517,0.4764,0.54607,0.60674
1,1,0.71521,0.66667,0.63107,-0.05178,0.77994,0.67314,0.09709,0.64725,0.15858,0.60194,0.64725,0.39159,0.52427,0.31392,0.49191,0.30421
1,1,0.68148,0.77037,0.65185,0.08148,0.60988,0.79012,0.11852,0.59753,0.04938,0.62469,0.48642,0.60988,0.66667,0.76543,0.61235,0.51358
1,1,0.60678,0.67119,0.52881,-0.04407,0.50508,0.70508,-0.07797,0.57966,-0.02034,0.5322,0.5322,0.71525,0.52881,0.58644,0.58983,0.50169
1,1,0.49515,0.29612,0.34951,0.0,0.57282,0.58252,0.02427,0.33495,0.04854,0.52427,0.34951,0.18932,0.31068,0.3932,0.26214,0.37379
1,1,0.98822,0.93102,0.83904,0.35222,0.74706,0.73584,0.51879,0.55076,0.60179,0.4313,0.07515,0.06338,-0.16489,-0.16209,-0.34717,-0.33483
1,1,0.97905,0.90112,0.82039,0.48561,0.7176,0.58827,0.73743,0.40349,0.83156,0.2514,-0.2618,-0.37835,-0.51034,-0.61899,-0.65754,-0.64134
1,1,0.99701,0.91966,0.76902,0.62415,0.53312,0.36774,0.88291,0.10107,0.83312,-0.06827,-0.55769,-0.65,-0.64658,-0.64872,-0.54615,-0.47201
1,1,0.94331,0.96132,0.80514,0.56569,0.56687,0.41836,0.8323,0.14939,0.89489,0.05167,-0.50251,-0.65515,-0.68851,-0.75406,-0.75199,-0.66932
1,1,0.93972,0.80486,0.58167,0.73151,0.34961,0.10797,0.90403,-0.20015,0.89335,-0.3973,-0.81262,-0.81317,-0.75273,-0.46422,-0.26389,-0.08937
1,1,0.89835,0.67333,0.43898,0.94353,-0.03643,-0.22838,0.75334,-0.25137,0.48816,-0.57377,-0.81056,-0.33197,-0.12897,0.24321,0.36586,0.42805
1,1,0.29073,0.23308,0.03759,0.34336,0.1203,0.06266,0.21303,-0.04725,0.12767,-0.06333,-0.04166,-0.02876,-0.01755,-0.0028,0.00096,0.0029
1,1,0.58459,1.0,0.75376,-0.00564,0.82519,0.50188,-0.27632,0.65977,0.06391,0.69737,0.66917,0.84774,0.6485,0.5282,0.15602,0.44767
1,1,0.83609,0.72171,0.65829,0.08315,0.23888,0.43837,0.2033,0.49418,0.12686,0.44747,0.32835,0.29495,0.26436,0.26429,0.18767,0.16655
1,1,0.9408,0.85738,0.85124,0.01546,0.76966,0.84459,0.10916,0.83289,0.03027,0.8268,0.80862,0.80259,0.77336,0.85939,0.77863,0.77269
1,1,0.87111,0.79946,0.99009,0.29292,0.89455,0.88598,-0.02028,0.90446,-0.26724,0.8941,0.97882,0.78954,0.86661,0.78774,0.75935,0.88238
1,1,0.74916,0.98994,0.75855,0.12877,0.74313,0.95842,0.02482,0.97921,-0.00469,0.9611,0.81221,1.0,0.71764,0.72435,0.90409,0.72837
1,1,0.47337,0.06213,0.62316,0.01006,0.45562,0.56509,0.01775,0.44675,0.27515,0.71598,0.52767,0.51183,0.47929,0.5355,0.31953,0.34615
1,1,0.59887,0.69868,0.85122,-0.13936,0.80979,0.50471,0.02825,0.6742,-0.0452,0.80791,0.70245,0.33333,0.56121,0.52731,0.53861,0.6742
1,1,0.84713,0.86412,0.81953,0.0,0.73673,0.71975,-0.13588,0.74947,-0.11677,0.77495,0.79193,0.89384,0.84926,0.66242,0.72611,0.65817
1,1,0.87772,0.83424,0.84783,0.04076,0.77174,0.77174,-0.05707,0.82337,-0.10598,0.67935,0.86413,0.97283,0.85054,0.8587,0.78533,0.79076
1,1,0.74704,0.53755,0.72727,0.09486,0.69565,0.66798,-0.23518,0.87945,-0.1917,0.73715,0.79249,0.66403,0.67194,0.60079,0.37549,0.61067
1,1,0.46785,0.5898,0.55432,0.06874,0.47894,0.52993,0.0133,0.63858,-0.16186,0.67849,0.47894,0.50776,0.41463,0.59867,0.53659,0.56319
1,1,0.88116,0.72125,0.61559,0.63662,0.38825,0.09831,0.96128,-0.20097,0.892,-0.35737,-0.81856,-0.83943,-0.78334,-0.54732,-0.30512,-0.19312
1,1,0.93147,0.79917,0.59952,0.71596,0.26203,0.04636,0.96748,-0.23237,0.9513,-0.55926,-0.92254,-0.93618,-0.83192,-0.41223,-0.1359,0.10007
1,1,0.88241,0.73232,0.34109,0.58527,0.05717,-0.09238,0.92118,-0.62403,0.71996,-0.69767,-0.78973,-0.76901,-0.57242,-0.02979,0.25392,0.00194
1,1,0.83479,0.69256,0.49234,0.68381,0.21991,-0.08096,0.85011,-0.35558,0.77681,-0.52735,-0.71225,-0.58315,-0.37199,0.08425,0.25164,0.40591
1,1,0.9287,0.76168,0.49305,0.84266,0.21592,-0.13956,0.96167,-0.47202,0.8359,-0.70747,-0.89824,-0.73969,-0.50757,0.0781,0.36021,0.59407
1,1,0.83367,0.65541,0.34962,0.70677,0.17293,-0.18976,0.79886,-0.41729,0.66541,-0.68421,-0.6203,-0.49165,-0.26577,0.22708,0.431,0.64662
1,1,0.98455,0.98058,1.0,-0.07635,0.9872,0.95278,-0.02604,0.985,-0.07458,0.99382,0.99294,0.95278,0.97352,0.93469,0.97132,0.96778
1,1,0.94052,0.9417,0.94994,-0.01472,0.95878,0.94641,-0.0371,0.97173,-0.01767,0.97055,0.94229,0.92815,0.92049,0.90342,0.91991,0.92049
1,1,0.97032,0.91324,0.96575,-0.17123,0.9863,0.91781,0.00228,0.93607,-0.08447,0.91324,1.0,0.92009,0.92466,0.97032,0.85388,0.96575
1,1,0.52542,0.94915,0.52542,-0.16949,0.30508,0.50847,-0.13559,0.64407,0.28814,0.83051,0.59322,0.86441,0.40678,0.66102,0.83051,0.76271
1,1,0.33333,0.44444,0.38889,0.16667,0.41667,0.5,-0.11111,0.54911,-0.08443,0.58333,0.47222,0.52778,0.38889,0.19444,0.36924,0.08333
1,1,0.51207,1.0,0.71178,0.80833,0.45622,0.33081,1.0,0.21249,1.0,-0.17416,-0.52674,-0.885,-1.0,-1.0,-1.0,-0.91903
1,1,0.75564,0.8355,0.54916,0.72063,0.35225,0.13469,0.94749,-0.09818,0.93778,-0.37604,-0.70163,-0.79147,-0.98988,-0.63312,-0.34131,-0.19609
1,1,0.83789,0.72113,0.45625,0.78115,0.1647,-0.13012,0.86947,-0.46177,0.78497,-0.59435,-0.62041,-0.47412,-0.37298,0.1469,0.37093,0.48319
1,1,0.93658,0.75254,0.45571,0.88576,0.15323,-0.21775,0.96301,-0.56535,0.83397,-0.78751,-0.87028,-0.65079,-0.36799,0.2733,0.54827,0.74828
1,1,0.92436,0.71976,0.29303,0.94078,-0.11108,-0.31605,0.92453,-0.66616,0.78766,-0.92145,-0.66431,-0.4601,-0.13486,0.48904,0.69886,0.76066
1,1,1.0,1.0,1.0,0.01373,1.0,1.0,-0.01511,1.0,-0.01731,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1,0.95559,0.86421,0.94982,-0.00461,0.82809,0.92441,0.10368,1.0,-0.14247,0.99264,1.0,0.87492,0.85741,0.82427,0.80634,0.78761
1,1,0.79378,0.64064,0.41319,0.68158,0.14177,-0.16831,0.78772,-0.42911,0.72328,-0.57165,-0.57695,-0.40637,-0.17437,0.1903,0.31008,0.34572
1,1,0.88085,0.68389,0.34816,0.79784,0.05832,-0.29784,0.8649,-0.62635,0.6959,-0.77106,-0.64579,-0.39766,-0.11147,0.40675,0.56626,0.62765
1,1,0.89589,0.66129,0.29521,0.90824,-0.04787,-0.45725,0.84605,-0.7766,0.58511,-0.92819,-0.50931,-0.14895,0.21581,0.74846,0.83142,0.76862
1,1,1.0,1.0,0.87342,-0.10127,0.88608,1.0,0.11392,0.92405,0.06329,0.8481,0.93671,1.0,0.62025,1.0,0.53165,0.83544
1,1,0.7479,0.83312,0.82638,0.02469,0.86555,0.60504,0.05882,0.79093,0.04731,0.77441,0.71285,0.68895,0.66387,0.61345,0.58187,0.5533
1,1,0.85013,0.92211,0.92046,0.0218,0.92765,0.87597,0.1137,0.91161,0.0432,0.90738,0.89097,0.8843,0.83721,0.87597,0.85198,0.84258
1,1,1.0,1.0,1.0,-0.01565,1.0,1.0,-0.02809,1.0,-0.02187,0.99828,1.0,1.0,1.0,0.994,0.99057,0.98971
1,1,0.89505,0.87525,0.89505,0.01386,0.92871,0.91287,-0.0099,0.94059,-0.01584,0.91881,0.90495,0.88713,0.89307,0.88119,0.87327,0.86733
1,1,0.90071,1.0,0.90071,0.00709,0.84752,1.0,0.03546,0.97872,0.01064,0.97518,0.8617,1.0,0.90071,0.94681,1.0,0.93617
1,1,0.39394,0.62655,0.45455,0.09091,0.63636,0.21212,-0.21212,0.57576,0.15152,0.39394,0.78788,0.30303,0.48526,0.33333,0.41856,0.39394
1,1,0.86689,0.72014,0.37201,0.83049,0.08646,-0.24118,0.86121,-0.51763,0.67577,-0.68714,-0.49488,-0.32537,-0.02844,0.32309,0.46189,0.40956
1,1,0.89563,0.67311,0.35916,0.88696,-0.04193,-0.38875,0.84414,-0.67274,0.62078,-0.8268,-0.51778,-0.23428,0.06911,0.52414,0.61217,0.60073
1,1,0.90547,0.65354,0.29921,0.95905,-0.13342,-0.52236,0.83263,-0.79657,0.55086,-0.96631,-0.41546,-0.0225,0.36318,0.85977,0.88654,0.75495
1,1,1.0,0.367,0.12993,0.92713,-0.27586,-0.31527,0.37685,-0.87192,0.36946,-0.92857,-0.05419,0.25616,0.73792,1.0,0.3867,0.17758
1,1,1.0,0.45455,0.06061,0.36364,-0.32104,-0.45455,0.48485,-0.57576,0.0,-0.57576,0.48485,0.57576,1.0,0.9697,0.24242,0.09091
1,1,0.8811,0.94817,0.93598,-0.0122,0.90244,0.90244,0.01829,0.93902,0.00915,0.95732,0.90854,0.91463,0.99695,0.90854,1.0,0.97561
1,1,0.82624,0.79078,0.90426,-0.01773,0.92908,0.80142,0.08865,0.94681,-0.00709,0.94326,0.91489,0.80496,0.91135,0.7766,0.92553,0.92553
1,1,0.74468,0.88706,0.88542,0.01471,0.87234,0.7305,0.10638,0.87657,0.02912,0.87235,0.85597,0.84931,0.87234,0.74468,0.8171,0.80774
1,1,0.87578,0.89951,0.8921,0.0051,0.86335,0.95031,0.07453,0.87021,0.00994,0.86303,0.84182,0.83486,0.79503,0.81988,0.80757,0.80088
1,1,0.97513,0.98579,1.0,0.01954,0.9929,0.95737,0.02309,0.97158,0.03552,1.0,0.97158,0.94494,0.98401,0.94849,0.99112,0.98934
1,1,1.0,1.0,1.0,0.0232,0.99448,0.99448,-0.00221,0.98343,0.0232,1.0,0.98011,0.98122,0.97127,0.97901,0.98564,0.98674
1,1,1.0,1.0,1.0,-0.00224,1.0,0.97763,0.04474,0.95973,0.02908,1.0,0.99776,0.95749,1.0,0.99105,1.0,1.0
1,1,0.8842,0.67123,0.39613,0.86399,0.02424,-0.35148,0.83713,-0.60316,0.58842,-0.78658,-0.52504,-0.27377,0.00806,0.44569,0.54209,0.56286
1,1,0.90147,0.64131,0.3044,0.95148,-0.20449,-0.55483,0.81191,-0.81857,0.50949,-0.96986,-0.32354,0.05865,0.44483,0.89415,0.87893,0.70555
1,1,0.32789,0.1597,0.1402,0.74485,-0.25131,-0.16503,0.26664,-0.63714,0.24865,-0.9765,-0.14426,0.09345,0.28307,0.31005,0.21443,0.13376
